conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,released,knowledge,sector-specific,,"As técnicas e os princípios de desenvolvimento de software, tais como a análise, os algoritmos, a codificação, o ensaio e a compilação de paradigmas de programação em Haskell.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programação informática | desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,desenvolvimento incremental,released,knowledge,sector-specific,,O modelo de desenvolvimento incremental é uma metodologia para conceber sistemas e aplicações de software.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,metodologias de gestão de projetos de informática | desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,released,knowledge,sector-specific,,"O programa informático KDevelop é um conjunto de ferramentas de desenvolvimento de software para escrever programas, tais como compilador, programa de depuração, realces do código, embalados numa interface unificada do utilizador. É desenvolvido pela comunidade de software KDE.",http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde | http://data.europa.eu/esco/isced-f/0612,software de ambiente de desenvolvimento integrado | design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,Absorb (sistemas de gestão da aprendizagem),released,knowledge,sector-specific,,"O sistema de aprendizagem Absorb é uma plataforma de aprendizagem eletrónica para a criação, gestão e realização de cursos de educação em linha ou programas de formação para estudantes do ensino secundário.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,sistemas de gestão da aprendizagem | design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b,desenvolver arquiteturas inovadoras em cadeia de blocos,released,skill/competence,cross-sector,construir arquiteturas inovadoras de blockchain,"Desenvolver novas arquiteturas de cadeia de blocos que abordem as propriedades e prioridades necessárias a aplicações específicas. Debater as vantagens e as insuficiências dessas novas arquiteturas em relação às existentes.
  ",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,conceber sistemas ou aplicações tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446,engenharia de redes,released,knowledge,sector-specific,arquitetura de rede,"Subdomínio da tecnologia informática que diz respeito à gestão da conectividade das redes através de dados, voz, chamadas e serviços de rede sem fios.
  ",http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5 | http://data.europa.eu/esco/isced-f/0714,tecnologia informática | eletrónica e automação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,migrar dados existentes,released,skill/competence,sector-specific,,"Aplicar métodos de migração e conversão para dados existentes, para transferir ou converter dados entre formatos, sistemas de computador ou armazenamento.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,definir a estrutura física de uma base de dados,released,skill/competence,sector-specific,definir a estrutura física de bases de dados | configurar a estrutura de uma base de dados | configurar bases de dados | definir a estrutura física das bases de dados | definir a estrutura de armazenamento físico de dados,"Especificar a configuração física dos ficheiros de base de dados num determinado suporte. Isto consiste em especificações detalhadas de opções de indexação, tipos de dados e elementos de dados colocados no dicionário de dados.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,released,knowledge,sector-specific,,"A plataforma Maltego é uma aplicação forense que utiliza a extração de dados para obter uma visão geral do ambiente das organizações, testando as deficiências de segurança do sistema em caso de acesso não autorizado, e demonstra a complexidade das falhas das infraestruturas.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,desenvolvimento e análise de software e aplicações informáticas | ferramenta de teste de penetração
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,operar aparelho de rádio,released,skill/competence,cross-sector,,"Configurar e operar dispositivos de rádio e acessórios, como consolas de transmissão, amplificadores e microfones. Entender os fundamentos da linguagem do operador de rádio e, quando necessário, fornecer instruções sobre o correto manuseamento do equipamento de rádio.",http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,coordenar comunicações à distância | operar equipamento de comunicação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,released,knowledge,sector-specific,,"As técnicas e os princípios de desenvolvimento de software, tais como a análise, os algoritmos, a codificação, o ensaio e a compilação de paradigmas de programação em Erlang.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programação informática | desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,gerir classificação de dados de TIC,released,skill/competence,sector-specific,,Supervisionar o sistema de classificação que uma organização utiliza para organizar os seus dados. Atribuir um proprietário a cada conceito de dados ou conjunto de conceitos e determinar o valor de cada item de dados.,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gerir arquitetura de dados informáticos | gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,estrutura da informação,released,knowledge,sector-specific,,"O tipo de infraestrutura que define o formato dos dados: semiestruturada, desestruturada e estruturada.",http://data.europa.eu/esco/isced-f/0612,design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,gerir redes TIC temporárias para espetáculos ao vivo,released,skill/competence,occupation-specific,,"Gerir a instalação de redes para a distribuição de sinais de controlo para aplicações de espetáculos e eventos. Coordenar com os diferentes utilizadores. Selecionar e instalar o equipamento, os cabos, as ligações e os dispositivos necessários. Configurar, testar e monitorizar o equipamento e o desempenho da rede. Os sinais de controlo incluem, por exemplo, DMX, RDM, MIDI, código horário, dados de localização e posicionamento, mas também sinais áudio, vídeo e de posicionamento.
   ",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,instalar sistemas informáticos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,acompanhar as inovações em termos de transformação digital para processos industriais,released,skill/competence,sector-specific,,Manter-se atualizado em termos das inovações digitais aplicáveis aos processos industriais. Integrar essas transformações nos processos da empresa visando modelos de negócio competitivos e rentáveis.,http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,monitorizar os desenvolvimentos no domínio de especialização
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,instalar equipamento de escritório,released,skill/competence,occupation-specific,,"Ligar equipamentos de escritório, como modems, scanners e impressoras, à rede elétrica e realizar ligações elétricas de compensação para evitar diferenças de potência perigosas. Testar a instalação para confirmar o bom funcionamento. Monitorizar as configurações e preparar o aparelho para uso.",http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85,executar tarefas gerais de escritório e administrativas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,released,knowledge,sector-specific,,"As técnicas e os princípios de desenvolvimento de software, tais como a análise, os algoritmos, a codificação, o ensaio e a compilação de paradigmas de programação em linguagem SAS.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a | http://data.europa.eu/esco/isced-f/0613,programação informática | software de análise estatística | desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,utilizar uma interface própria de uma aplicação,released,skill/competence,sector-specific,,Compreender e usar interfaces específicas para um aplicação ou caso de uso.,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,trabalhar com computadores
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,desenhar sistemas,released,skill/competence,cross-sector,,"Projetar esboços e desenhar sistemas, produtos e componentes elétricos usando software e equipamento de desenho assistido por computador (CAD). Desenhar disposições de painéis, esquemas elétricos, diagramas de instalação elétrica e outros detalhes de montagem.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,conceber sistemas ou equipamento elétricos e eletrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,definir regras de firewall,released,skill/competence,sector-specific,,Especificar as regras que regem um conjunto de componentes destinados a limitar o acesso entre grupos de redes ou uma rede específica e a Internet.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,proteger dispositivos de tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,operar sistemas de registo de armazém,released,skill/competence,sector-specific,,"Operar sistemas para registar informações de produtos, embalagens e pedidos em formatos e tipos específicos de registo.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,executar operações de armazenagem | fazer a manutenção de registos operacionais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,,"O motor de criação de jogos CryEngine que é uma estrutura de software que consiste em ambientes de desenvolvimento integrado e em ferramentas de conceção especializadas, concebidos para a iteração rápida de jogos de computador derivados do utilizador.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,sistemas de criação de jogos digitais | técnicas audiovisuais e produção dos media
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,utilizar software CAD para a produção de solas,released,skill/competence,sector-specific,,"Digitalizar e ler os moldes. Trabalhar com ficheiros em vários sistemas CAD. Produzir modelos em 3D de solas e criar projetos auxiliados por computador em 2D. Classificar e obter a sequência de tamanhos. Preparar as especificações técnicas para produção. Produzir projetos de engenharia e desenhos técnicos assistidos por computador em 2D e 3D de moldes para solas vulcanizadas e injetadas. Exportar os ficheiros dos modelos virtuais para impressoras em 3D, sistemas CAM ou CNC.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,utilizar software CAD | utilizar ferramentas de conceção e desenho assistidas por computador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,criar ambientes 3D,released,skill/competence,sector-specific,,"Desenvolver uma representação em 3D gerada por computador de um cenário, tal como um ambiente simulado, onde os utilizadores interagem.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"operar software de gráficos 3D | conceber materiais, sistemas ou produtos industriais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,efetuar análises de dados em linha,released,skill/competence,cross-sector,,"Analisar experiências e dados em linha para fins de compreensão do comportamento dos utilizadores, dos elementos em linha que prendem a atenção e de outros fatores que poderiam otimizar o desenvolvimento e a visibilidade de uma página Web.",http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"efetuar análise de dados | processar informações qualitativas | gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,gerir a conformidade com as normas de segurança informática,released,skill/competence,sector-specific,,"Orientar a aplicação e o cumprimento das normas pertinentes do setor, das melhores práticas e dos requisitos legais para a segurança da informação.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,palavras-chave em conteúdos digitais,released,knowledge,sector-specific,,As ferramentas digitais para realizar pesquisa por palavras-chave. Os sistemas de recuperação de informações identificam o conteúdo de um documento orientado por palavras-chave e metadados.,http://data.europa.eu/esco/isced-f/0611,informática na ótica do utilizador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,serviço de nomes de domínio,released,knowledge,sector-specific,DNS | Servidor DNS,"Base de dados do mapeamento entre os nomes de domínio da Internet e os endereços de protocolo Internet (IP). O sistema de nomes de domínio permite aos utilizadores da Internet usar nomes, como títulos de sítios Web, em vez de recordar os endereços IP numéricos utilizados pelos computadores para localizar um sítio Web concreto.
  ",http://data.europa.eu/esco/isced-f/0612,design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,fazer modelo de simulação de dispositivos médicos,released,skill/competence,sector-specific,,"Desenvolver modelos e fazer simulações de dispositivos médicos com recurso a software de design técnico.
   ",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,utilizar ferramentas de conceção e desenho assistidas por computador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,utilizar mapa de experiências,released,skill/competence,sector-specific,,"Examinar todas as interações e pontos de contacto que as pessoas têm com um produto, uma marca ou um serviço. Determinar as variáveis-chave como a duração e a frequência de cada ponto de contacto.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,software de legendagem,released,knowledge,occupation-specific,,"Os vários programas informáticos para criar títulos e legendas num ficheiro que é combinado com as imagens reais, tais como Telestream e MovieCaptioners.",http://data.europa.eu/esco/isced-f/0613,desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c,sistemas de assinatura de cadeias de blocos,released,knowledge,sector-specific,esquemas de assinatura para a cadeia de blocos | esquemas de assinatura para blockchain,"Os sistemas essenciais de assinatura digital incluem o sistema RSA, o sistema El-Gamal, as funções Hash, os ataques do aniversário e a norma de assinatura digital.
  ",http://data.europa.eu/esco/isced-f/0612,design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normalizar dados,released,skill/competence,sector-specific,efetuar a normalização dos dados | normalizar os dados | preparar dados | efetuar pré-tratamento de dados,"Reduzir os dados à sua forma de base precisa (formas normais), a fim de alcançar resultados tais como minimização da dependência, eliminação de redundância e aumento da consistência.",http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"desenvolver processos de tratamento de dados | gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,criar protótipos de soluções de experiência do utilizador,released,skill/competence,sector-specific,criar protótipo de solução de experiência do utilizador | desenvolver protótipos de soluções de UX | criar protótipos de soluções de experiência dos utilizadores | criar protótipos de soluções de UX | conceber protótipos de soluções de UX,"Criar e preparar modelos, protótipos e fluxos para testar soluções de experiência do utilizador ou para recolher as opiniões de utilizadores, clientes, parceiros ou partes interessadas.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,gerir informação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,aplicar políticas organizacionais de sistemas,released,skill/competence,cross-sector,,"Implementar políticas internas relacionadas com o desenvolvimento, a utilização interna e externa de sistemas tecnológicos, tais como sistemas de software, sistemas de rede e sistemas de telecomunicações, a fim de alcançar um conjunto de objetivos e metas relativos ao funcionamento eficiente e crescimento de uma organização.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,demonstrar lealdade | aplicar políticas da empresa | cumprir procedimentos operacionais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,propor soluções informáticas para problemas empresariais,released,skill/competence,cross-sector,propor soluções informáticas para problemas das empresas,"Sugerir formas de resolução de problemas empresariais com recurso a ferramentas informáticas, para que os processos empresariais sejam melhorados.",http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,resolver problemas técnicos | desenvolver estratégias de resolução de problemas | conceber sistemas ou aplicações tic | criar soluções para problemas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,calcular custos de operações de reparação,released,skill/competence,sector-specific,,Calcular os custos com materiais e mão-de-obra de operações de reparação; compreender os programas informáticos apropriados.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,efetuar cálculos | avaliar os custos operacionais | estimar necessidades de recursos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,<i>software</i> de gestão imobiliária,released,knowledge,sector-specific,software de operações imobiliárias | software de gestão imobiliária | PMS,"As funcionalidades e o funcionamento de um <i>software</i> que permite a gestão das operações diárias nas empresas de alojamento, a fim de otimizar recursos e processos como reservas, tarifas de quartos, análise de dados de receitas ou faturação.
  ",http://data.europa.eu/esco/isced-f/1013,"hotelaria, restauração e catering"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,operar sistemas de integração de media,released,skill/competence,occupation-specific,,"Operar um sistema de integração de media para aplicações de espetáculos e eventos durante a instalação, a configuração, os ensaios e os espetáculos ao vivo.
   ",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operar equipamento audiovisual
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,simulação por computador,released,knowledge,cross-sector,simulação em computador | simulação baseada em computador,"Programa executado num computador que representa as respostas dinâmicas de um sistema para explorar um comportamento de modelo matemático, utilizando um modelo de um sistema real, composto por equações matemáticas.
  ",http://data.europa.eu/esco/isced-f/0611,informática na ótica do utilizador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,,"O programa informático WizIQ é uma plataforma de aprendizagem eletrónica para a criação, gestão, preparação, apresentação de relatórios e realização de cursos de educação ou programas de formação em linha.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,sistemas de gestão da aprendizagem | design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administrar sistemas informáticos,released,skill/competence,sector-specific,administrar sistemas de informática | operar sistemas | administrar sistemas de informação | administrar sistemas | operar sistemas informáticos | administrar redes e sistemas,"Tratar os componentes do sistema informático mantendo a configuração, gerindo os utilizadores, monitorizando o uso dos recursos, realizando cópias de segurança e instalando hardware ou software para cumprir com os requisitos definidos.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,efetuar a manutenção de sistemas informáticos | instalar sistemas informáticos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,executar testes de engenharia social,released,skill/competence,sector-specific,realizar testes de engenharia social | testar ataques de engenharia social,"Realização de ataques simulados de engenharia social para identificar vulnerabilidades na postura de segurança de uma organização. Os testes de engenharia social podem envolver mensagens de correio eletrónico de mistificação da interface, ataques de falsos pretextos ou outras formas de manipulação utilizadas por atacantes para obter informações sensíveis ou acesso não autorizado aos sistemas.
  ",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,monitorizar a proteção ou segurança
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,gerir dados de investigação,released,skill/competence,cross-sector,,"Produzir e analisar dados científicos recolhidos a partir de métodos de investigação qualitativos e quantitativos. Armazenar e guardar os dados em bases de dados de investigação. Favorecer a reutilização de dados científicos e conhecer os princípios de gestão de dados abertos.
    ",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,gerir informação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,impressão digital,released,knowledge,sector-specific,impressão eletrónica | impressões digitais | plotter,"Técnica que permite a impressão de uma imagem com base digital diretamente numa variedade de materiais, principalmente através de jato de tinta ou de impressora a laser.",http://data.europa.eu/esco/isced-f/0211,técnicas audiovisuais e produção dos media
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (ferramenta de teste de penetração),released,knowledge,sector-specific,,"A ferramenta informática Cain and Abel é uma ferramenta de recuperação da palavra-passe que testa o Sistema Operativo da Microsoft para detetar eventuais problemas de segurança e um acesso potencialmente não autorizado às informações do sistema. A ferramenta descodifica, decifra e descobre as palavras-passe através de meios como ataques bruscos e de criptoanálise, bem como «sniffing» de redes e análise dos protocolos.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,desenvolvimento e análise de software e aplicações informáticas | ferramenta de teste de penetração
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,ciclo de vida do desenvolvimento de sistemas,released,knowledge,cross-sector,ciclo de vida da criação de sistemas | ciclo de vida do desenvolvimento de aplicações | ciclo de vida de desenvolvimento de sistemas | ciclo de vida da criação de aplicações | ciclo de vida de desenvolvimento do sistema,"A sequência de etapas, tais como o planeamento, a criação, o ensaio e a implementação, e os modelos para o desenvolvimento e a gestão do ciclo de vida de um sistema.",http://data.europa.eu/esco/isced-f/0613,desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,software de transportes relacionado com um sistema ERP,released,knowledge,cross-sector,,"Software de gestão de empresas para recolher, gerir e interpretar os dados relacionados com a expedição, o pagamento, o inventário e o fabrico aplicados no transporte e na distribuição.",http://data.europa.eu/esco/isced-f/0413,gestão e administração
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,efetuar um controlo automatizado do processo,released,skill/competence,cross-sector,,Efetuar um processo de controlo ou sistema automatizado (PAS) utilizado para controlar um processo de produção de forma automática.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,operar equipamento industrial de precisão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,gerir processos de pedidos de alteração em TIC,released,skill/competence,sector-specific,,"Especificar o incentivo para um pedido de alteração em TIC, informando qual o ajuste no sistema que precisa de ser realizado e executar ou supervisionar a sua execução.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,dirigir atividades operacionais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,utilizar linguagem de descrição de interfaces,released,skill/competence,occupation-specific,,"Utilizar a linguagem de especificação para descrever a ligação de interface entre componentes de software ou programas de uma forma independente da linguagem de programação. As linguagens que suportam este método são, entre outras, CORBA e WSDL.",http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,conceber interfaces de componentes | conceber interfaces para aplicações | programar sistemas de computador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,planear a migração para a nuvem,released,skill/competence,sector-specific,,"Selecionar as cargas de trabalho e os processos existentes para uma eventual migração para a nuvem e escolher os instrumentos de migração. Determinar uma nova arquitetura de computação em nuvem para uma solução existente e planear uma estratégia para a migração das cargas de trabalho existentes para a nuvem.
	",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,gerir alterações em sistemas informáticos | trabalhar com computadores
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,utilizar navegação por radar,released,skill/competence,sector-specific,,Operar equipamentos modernos de navegação por radar para garantir a segurança das operações dos navios.,http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operar equipamento de radar | operar equipamento de comunicação
